PosX,PosY,PosZ,Q1,Q2,Q3,Q4,
12.07, 1.73, 26.36,-0.29414, -0.16845, 0.00767, -0.94077,
11.95, 1.74, 26.29,-0.14967, 0.22481, -0.09757, -0.95788,
11.95, 1.75, 26.23,-0.13003, 0.33175, -0.07583, -0.93128,
12.00, 1.75, 26.28,-0.21354, 0.13295, -0.03625, -0.96717,
12.11, 1.75, 26.30,-0.22645, -0.31531, 0.05397, -0.91999,
12.17, 1.76, 26.10,0.13860, 0.86703, -0.13334, 0.45963,
12.16, 1.73, 25.89,0.09526, 0.96490, -0.21600, 0.11502,
12.17, 1.73, 25.78,0.08333, 0.95813, -0.27217, -0.03101,
12.27, 1.76, 25.73,0.07407, 0.96039, -0.09213, -0.25235,
12.40, 1.74, 25.75,0.05009, 0.92763, -0.23009, -0.28993,
12.39, 1.74, 25.75,0.00365, 0.88927, -0.27648, -0.36435,
12.21, 1.71, 25.73,-0.03268, 0.87152, -0.30324, -0.38397,
12.00, 1.75, 25.68,0.06296, 0.87661, -0.16613, -0.44720,
11.91, 1.75, 25.69,0.03194, 0.87515, -0.16887, -0.45230,
11.95, 1.74, 25.67,-0.00749, 0.94443, -0.22798, -0.23670,
12.12, 1.78, 25.62,0.04596, 0.99326, -0.03911, 0.09895,
12.38, 1.76, 25.62,0.08335, 0.93568, -0.16180, 0.30229,
12.61, 1.76, 25.60,0.10639, 0.90556, -0.16242, 0.37719,
12.81, 1.73, 25.46,0.10940, 0.93217, -0.17664, 0.29646,
13.00, 1.74, 25.22,0.06552, 0.97107, -0.19053, 0.12817,
13.12, 1.75, 25.02,0.04776, 0.97852, -0.17675, -0.09475,
13.19, 1.76, 24.83,-0.00038, 0.91717, -0.18217, -0.35441,
13.08, 1.75, 24.67,-0.04748, 0.80334, -0.16531, -0.57014,
12.84, 1.74, 24.55,-0.12099, 0.77107, -0.18365, -0.59757,
12.60, 1.73, 24.46,-0.12283, 0.79988, -0.18586, -0.55728,
12.30, 1.75, 24.35,-0.10176, 0.82900, -0.20065, -0.51200,
12.01, 1.74, 24.32,-0.06217, 0.87942, -0.18402, -0.43462,
11.76, 1.79, 24.25,0.00154, 0.95887, -0.16981, -0.22743,
11.63, 1.74, 24.07,0.06394, 0.97189, -0.22586, 0.01824,
11.61, 1.72, 23.88,0.15080, 0.92026, -0.29444, 0.20901,
11.61, 1.71, 23.71,0.19571, 0.82538, -0.26976, 0.45571,
11.65, 1.76, 23.56,-0.20112, -0.72300, 0.20577, -0.62807,
11.83, 1.75, 23.47,-0.23242, -0.66544, 0.14318, -0.69475,
12.10, 1.78, 23.47,-0.18068, -0.69733, 0.07740, -0.68927,
12.38, 1.80, 23.46,-0.06445, -0.70992, 0.00236, -0.70133,
12.71, 1.81, 23.46,-0.07279, -0.65957, 0.01928, -0.74786,
13.03, 1.79, 23.52,-0.11631, -0.53941, 0.01547, -0.83383,
13.35, 1.79, 23.60,-0.15064, -0.51255, 0.00451, -0.84533,
13.66, 1.76, 23.70,-0.15161, -0.44648, 0.01516, -0.88173,
13.94, 1.78, 23.86,-0.17883, -0.39650, 0.03538, -0.89975,
14.15, 1.74, 24.11,-0.17873, -0.46452, 0.04213, -0.86631,
14.35, 1.78, 24.29,-0.16259, -0.65962, 0.07277, -0.73018,
14.61, 1.74, 24.43,-0.15252, -0.70552, 0.10463, -0.68412,
14.86, 1.76, 24.51,-0.13864, -0.75264, 0.14114, -0.62800,
15.12, 1.73, 24.57,0.16869, 0.88764, -0.12206, 0.41078,
15.37, 1.77, 24.55,0.09948, 0.94463, -0.12151, 0.28813,
15.60, 1.74, 24.38,0.07873, 0.94701, -0.12901, 0.28344,
15.81, 1.78, 24.19,0.07929, 0.95630, -0.11448, 0.25710,
16.10, 1.74, 24.03,0.10492, 0.96166, -0.13293, 0.21571,
16.29, 1.76, 23.84,0.06734, 0.98001, -0.16725, 0.08405,
16.43, 1.74, 23.58,0.05179, 0.98586, -0.15789, 0.02155,
16.52, 1.77, 23.36,0.02361, 0.98844, -0.14548, -0.03563,
16.62, 1.74, 23.09,0.03689, 0.98552, -0.14837, -0.07331,
16.66, 1.76, 22.83,0.02438, 0.98314, -0.16135, -0.08247,
16.61, 1.73, 22.53,0.01231, 0.97720, -0.18269, -0.10744,
16.56, 1.76, 22.27,0.01422, 0.96279, -0.20953, -0.17008,
16.55, 1.73, 22.00,-0.00455, 0.92993, -0.20789, -0.30332,
16.51, 1.75, 21.82,-0.06630, 0.83127, -0.18647, -0.51945,
16.41, 1.74, 21.72,-0.09727, 0.77123, -0.17209, -0.60509,
16.29, 1.74, 21.67,-0.12101, 0.74077, -0.18469, -0.63443,
16.18, 1.77, 21.59,-0.00090, 0.81517, -0.08296, -0.57325,
16.06, 1.75, 21.55,-0.02117, 0.80504, -0.09641, -0.58495,
15.90, 1.74, 21.53,-0.13092, 0.75833, -0.18848, -0.61015,
15.76, 1.73, 21.54,-0.17781, 0.70371, -0.20249, -0.65740,
15.70, 1.72, 21.72,-0.23600, 0.36879, -0.15586, -0.88544,
15.67, 1.73, 21.93,-0.22759, 0.23599, -0.12268, -0.93673,
15.67, 1.74, 22.12,-0.24234, 0.11805, -0.09437, -0.95835,
15.59, 1.74, 22.37,-0.19756, 0.13887, -0.08317, -0.96683,
15.55, 1.75, 22.61,-0.19272, 0.15717, -0.10279, -0.96312,
15.54, 1.73, 22.89,-0.18044, 0.29369, -0.12076, -0.93092,
15.43, 1.75, 23.10,-0.14164, 0.52575, -0.16726, -0.82192,
15.21, 1.73, 23.20,-0.08599, 0.69259, -0.19947, -0.68785,
15.02, 1.75, 23.25,-0.02057, 0.82845, -0.18534, -0.52811,
14.79, 1.76, 23.30,0.00497, 0.87692, -0.16332, -0.45200,
14.56, 1.76, 23.21,0.00603, 0.87959, -0.15401, -0.45008,
14.41, 1.77, 22.99,0.02696, 0.83189, -0.09238, -0.54654,
14.25, 1.74, 22.83,-0.11261, 0.78818, -0.20846, -0.56800,
14.04, 1.74, 22.69,-0.11151, 0.79734, -0.16068, -0.57097,
13.91, 1.77, 22.54,-0.09027, 0.76077, -0.13554, -0.62826,
13.87, 1.76, 22.34,-0.08778, 0.68418, -0.15203, -0.70787,
13.84, 1.76, 22.18,-0.12743, 0.67471, -0.16200, -0.70872,
13.75, 1.76, 22.12,-0.10283, 0.68190, -0.14500, -0.70952,
13.63, 1.75, 22.12,-0.13848, 0.72385, -0.13517, -0.66226,
13.56, 1.75, 22.08,-0.14421, 0.68622, -0.14099, -0.69888,
13.54, 1.76, 21.99,-0.12885, 0.63364, -0.15945, -0.74597,
13.54, 1.77, 21.94,-0.09835, 0.63141, -0.12838, -0.75840,
13.53, 1.77, 21.94,-0.10380, 0.61842, -0.14067, -0.76615,
13.55, 1.78, 21.94,-0.08991, 0.64722, -0.11731, -0.74783,
13.54, 1.78, 21.95,-0.09609, 0.65255, -0.11365, -0.74298,
13.54, 1.78, 21.96,-0.09037, 0.63144, -0.10303, -0.76322,
13.53, 1.77, 21.96,-0.10896, 0.63229, -0.11923, -0.75771,
13.52, 1.76, 21.96,-0.12274, 0.62731, -0.13918, -0.75634,
13.50, 1.76, 21.96,-0.12749, 0.63379, -0.15179, -0.74767,
13.49, 1.77, 21.96,-0.09217, 0.64956, -0.13305, -0.74288,
13.47, 1.75, 21.96,-0.13502, 0.64593, -0.16826, -0.73228,
13.48, 1.76, 21.96,-0.11414, 0.64401, -0.14257, -0.74290,
13.49, 1.78, 21.95,-0.07256, 0.65659, -0.12463, -0.74033,
13.50, 1.79, 21.91,-0.04653, 0.76945, -0.10460, -0.62836,
13.51, 1.79, 21.91,-0.04845, 0.77485, -0.10193, -0.62199,
13.51, 1.79, 21.94,-0.06391, 0.69696, -0.10027, -0.70718,
13.51, 1.76, 21.98,-0.13297, 0.57394, -0.14674, -0.79459,
13.51, 1.77, 21.99,-0.13414, 0.58626, -0.14180, -0.78626,
13.50, 1.77, 21.97,-0.11191, 0.64946, -0.14508, -0.73799,
13.51, 1.78, 21.96,-0.08730, 0.67889, -0.12739, -0.71781,
13.51, 1.79, 21.95,-0.05997, 0.70130, -0.09600, -0.70382,
13.55, 1.83, 21.95,0.04972, 0.73550, 0.01722, -0.67548,
13.54, 1.76, 21.96,-0.16553, 0.66152, -0.14901, -0.71610,
13.52, 1.75, 21.96,-0.16480, 0.67043, -0.16309, -0.70481,
13.52, 1.76, 21.95,-0.14578, 0.68660, -0.16883, -0.69197,
13.52, 1.76, 21.96,-0.13613, 0.68250, -0.15067, -0.70211,
13.52, 1.78, 21.97,-0.10775, 0.66821, -0.11221, -0.72753,
13.53, 1.80, 21.97,-0.05796, 0.57693, -0.04412, -0.81354,
13.53, 1.78, 21.98,-0.08122, 0.42297, -0.10739, -0.89608,
13.56, 1.77, 22.05,-0.05683, 0.61888, -0.10139, -0.77684,
13.59, 1.78, 22.19,-0.04632, 0.75817, -0.08617, -0.64468,
13.58, 1.75, 22.26,-0.10953, 0.78225, -0.14809, -0.59511,
13.58, 1.76, 22.27,-0.10667, 0.76489, -0.13818, -0.62006,
13.58, 1.77, 22.23,-0.09013, 0.73695, -0.11280, -0.66035,
13.56, 1.76, 22.13,-0.08935, 0.71886, -0.14900, -0.67309,
13.55, 1.76, 22.01,-0.08174, 0.70935, -0.17481, -0.67793,
13.56, 1.76, 21.96,-0.07607, 0.71679, -0.16873, -0.67227,
13.57, 1.78, 21.98,-0.05215, 0.74347, -0.14184, -0.65147,
13.55, 1.77, 22.06,-0.11293, 0.67961, -0.10743, -0.71683,
13.55, 1.78, 22.09,-0.08697, 0.70317, -0.11919, -0.69555,
13.55, 1.78, 22.09,-0.07633, 0.72177, -0.11991, -0.67738,
13.54, 1.77, 22.08,-0.10861, 0.70671, -0.13756, -0.68545,
13.53, 1.76, 22.07,-0.09888, 0.72443, -0.15978, -0.66324,
13.53, 1.76, 22.07,-0.09286, 0.73272, -0.14831, -0.65765,
13.54, 1.77, 22.07,-0.08877, 0.73435, -0.13926, -0.65837,
13.54, 1.77, 22.07,-0.08421, 0.73357, -0.12214, -0.66323,
13.53, 1.77, 22.07,-0.08650, 0.72579, -0.12569, -0.67078,
13.53, 1.77, 22.08,-0.10171, 0.71389, -0.13067, -0.68040,
13.53, 1.77, 22.08,-0.10358, 0.71363, -0.12856, -0.68079,
13.55, 1.77, 22.14,-0.11783, 0.53921, -0.12013, -0.82519,
13.55, 1.77, 22.13,-0.12388, 0.58707, -0.10987, -0.79242,
13.54, 1.77, 22.10,-0.09059, 0.65789, -0.11895, -0.73813,
13.53, 1.77, 22.09,-0.10100, 0.68115, -0.14142, -0.71122,
13.52, 1.75, 22.09,-0.13822, 0.67793, -0.16604, -0.70267,
13.52, 1.75, 22.09,-0.13962, 0.66732, -0.15787, -0.71433,
13.53, 1.75, 22.09,-0.13751, 0.67141, -0.15589, -0.71133,
13.53, 1.76, 22.09,-0.13143, 0.68002, -0.15338, -0.70482,
13.53, 1.76, 22.09,-0.12699, 0.68877, -0.15792, -0.69608,
13.53, 1.76, 22.09,-0.12875, 0.69076, -0.15832, -0.69369,
13.53, 1.76, 22.09,-0.12926, 0.69044, -0.15765, -0.69406,
13.54, 1.76, 22.09,-0.12635, 0.68994, -0.15252, -0.69624,
13.54, 1.76, 22.09,-0.12057, 0.69456, -0.15173, -0.69284,
13.54, 1.76, 22.09,-0.11549, 0.69837, -0.14968, -0.69032,
13.54, 1.76, 22.09,-0.11845, 0.69493, -0.15001, -0.69321,
13.54, 1.77, 22.09,-0.10396, 0.70241, -0.14559, -0.68892,
13.54, 1.79, 22.08,-0.04543, 0.71937, -0.08467, -0.68795,
13.54, 1.78, 22.10,-0.10137, 0.67972, -0.06721, -0.72332,
13.54, 1.78, 22.10,-0.07957, 0.66067, -0.08611, -0.74146,
13.54, 1.77, 22.08,-0.08322, 0.71656, -0.12431, -0.68129,
13.53, 1.77, 22.08,-0.11694, 0.69150, -0.12344, -0.70208,
13.53, 1.76, 22.11,-0.13399, 0.63264, -0.12217, -0.75292,
13.54, 1.77, 22.10,-0.10430, 0.67439, -0.13862, -0.71771,
13.54, 1.77, 22.09,-0.10087, 0.69014, -0.13968, -0.70287,
13.54, 1.77, 22.09,-0.11085, 0.68677, -0.14270, -0.70405,
13.54, 1.77, 22.09,-0.11207, 0.68612, -0.14148, -0.70474,
13.54, 1.76, 22.09,-0.11646, 0.68058, -0.14269, -0.70915,
13.54, 1.76, 22.09,-0.11975, 0.67967, -0.13744, -0.71051,
13.54, 1.77, 22.09,-0.11298, 0.69322, -0.14400, -0.69710,
13.54, 1.77, 22.08,-0.10948, 0.69559, -0.14846, -0.69435,
13.53, 1.77, 22.08,-0.10723, 0.69091, -0.14435, -0.70022,
13.53, 1.77, 22.09,-0.10273, 0.68693, -0.13842, -0.70598,
13.53, 1.77, 22.09,-0.09746, 0.69098, -0.13710, -0.70303,
13.53, 1.77, 22.07,-0.08123, 0.71377, -0.15812, -0.67744,
13.53, 1.78, 22.12,-0.10914, 0.59021, -0.06917, -0.79684,
13.54, 1.78, 22.16,-0.08914, 0.44515, -0.08059, -0.88735,
13.53, 1.78, 22.09,0.02392, 0.61101, -0.18796, -0.76861,
13.54, 1.78, 22.08,-0.12022, 0.73545, -0.05766, -0.66433,
13.54, 1.77, 22.09,-0.06789, 0.65063, -0.13372, -0.74444,
13.55, 1.77, 22.04,-0.03848, 0.72532, -0.16871, -0.66630,
13.55, 1.77, 22.06,-0.13807, 0.73880, -0.08833, -0.65369,
13.53, 1.76, 22.10,-0.10949, 0.64750, -0.13582, -0.74183,
13.53, 1.77, 22.07,-0.05209, 0.69929, -0.18036, -0.68975,
13.53, 1.77, 22.07,-0.09597, 0.72566, -0.14923, -0.66478,
13.52, 1.76, 22.08,-0.12015, 0.69979, -0.16355, -0.68491,
13.53, 1.76, 22.08,-0.11190, 0.69493, -0.16776, -0.69022,
13.53, 1.76, 22.07,-0.10775, 0.70674, -0.17458, -0.67707,
13.53, 1.76, 22.08,-0.11224, 0.70991, -0.15126, -0.67864,
13.53, 1.76, 22.09,-0.10927, 0.70483, -0.14582, -0.68558,
13.53, 1.76, 22.07,-0.07306, 0.71529, -0.18168, -0.67083,
13.52, 1.76, 22.11,-0.13963, 0.68865, -0.13335, -0.69891,
13.53, 1.76, 22.07,-0.09034, 0.72348, -0.16542, -0.66412,
13.54, 1.78, 22.06,-0.07370, 0.76506, -0.11460, -0.62938,
13.55, 1.78, 22.09,-0.08624, 0.74379, -0.08440, -0.65743,
13.55, 1.77, 22.09,-0.09195, 0.74793, -0.11915, -0.64649,
13.55, 1.76, 22.09,-0.10629, 0.73375, -0.14172, -0.65591,
13.55, 1.77, 22.09,-0.09890, 0.72103, -0.13768, -0.67185,
13.55, 1.77, 22.08,-0.08553, 0.71455, -0.12275, -0.68340,
13.55, 1.77, 22.06,-0.08171, 0.72476, -0.12094, -0.67336,
13.55, 1.76, 22.03,-0.14504, 0.69677, -0.11118, -0.69363,
13.56, 1.75, 21.97,-0.14072, 0.66242, -0.15619, -0.71903,
13.57, 1.76, 21.92,-0.07616, 0.67323, -0.17512, -0.71435,
13.58, 1.76, 21.94,-0.04323, 0.73511, -0.17766, -0.65283,
13.58, 1.78, 22.12,-0.03974, 0.76991, -0.10238, -0.62863,
13.58, 1.78, 22.26,-0.03360, 0.76788, -0.11045, -0.63011,
13.59, 1.77, 22.30,-0.04650, 0.78157, -0.12099, -0.61020,
13.60, 1.78, 22.27,-0.04772, 0.76719, -0.10267, -0.63135,
13.59, 1.77, 22.18,-0.08351, 0.74464, -0.16493, -0.64136,
13.59, 1.76, 22.11,-0.13291, 0.69435, -0.16197, -0.68846,
13.60, 1.76, 22.10,-0.10831, 0.68542, -0.16526, -0.70082,
13.59, 1.76, 22.12,-0.11180, 0.71344, -0.17894, -0.66819,
13.58, 1.77, 22.16,-0.11972, 0.72157, -0.14549, -0.66620,
13.56, 1.77, 22.17,-0.09083, 0.72789, -0.13744, -0.66562,
13.56, 1.78, 22.18,-0.08450, 0.73144, -0.11604, -0.66663,
13.55, 1.78, 22.19,-0.07906, 0.72404, -0.11266, -0.67588,
13.56, 1.78, 22.19,-0.07501, 0.73623, -0.12542, -0.66076,
13.55, 1.76, 22.19,-0.11073, 0.72405, -0.15504, -0.66292,
13.55, 1.76, 22.19,-0.11323, 0.72187, -0.16663, -0.66205,
13.54, 1.76, 22.19,-0.11437, 0.71668, -0.14931, -0.67156,
13.53, 1.76, 22.20,-0.12701, 0.70615, -0.13828, -0.68272,
13.52, 1.77, 22.19,-0.11121, 0.71598, -0.13620, -0.67561,
13.52, 1.77, 22.19,-0.10861, 0.72301, -0.12259, -0.67114,
13.53, 1.77, 22.19,-0.11577, 0.71973, -0.13209, -0.67167,
13.53, 1.77, 22.19,-0.09343, 0.72622, -0.13612, -0.66734,
13.53, 1.77, 22.18,-0.09507, 0.72770, -0.13129, -0.66646,
13.53, 1.77, 22.20,-0.11404, 0.71314, -0.12350, -0.68057,
13.53, 1.77, 22.18,-0.09199, 0.71534, -0.12999, -0.68039,
13.53, 1.77, 22.17,-0.08630, 0.72456, -0.14404, -0.66844,
13.53, 1.77, 22.18,-0.09804, 0.71555, -0.12786, -0.67972,
13.54, 1.76, 22.20,-0.12727, 0.69434, -0.13501, -0.69532,
13.54, 1.76, 22.18,-0.10486, 0.71986, -0.15335, -0.66880,
13.54, 1.76, 22.19,-0.12417, 0.71137, -0.13993, -0.67746,
13.54, 1.76, 22.20,-0.12491, 0.70120, -0.12601, -0.69053,
13.54, 1.77, 22.19,-0.11002, 0.71026, -0.14016, -0.68102,
13.54, 1.76, 22.18,-0.10796, 0.71717, -0.14284, -0.67350,
13.54, 1.77, 22.19,-0.11437, 0.71206, -0.13021, -0.68040,
13.54, 1.77, 22.19,-0.11240, 0.70931, -0.13290, -0.68306,
13.54, 1.77, 22.19,-0.09973, 0.71883, -0.13794, -0.67402,
13.56, 1.79, 22.18,-0.03660, 0.73768, -0.07121, -0.67038,
13.56, 1.78, 22.18,-0.06480, 0.72638, -0.09316, -0.67786,
13.55, 1.75, 22.17,-0.12510, 0.71226, -0.16836, -0.66985,
13.55, 1.75, 22.18,-0.13714, 0.71338, -0.16444, -0.66726,
13.55, 1.77, 22.21,-0.08589, 0.70924, -0.12917, -0.68769,
13.54, 1.76, 22.21,-0.11638, 0.71148, -0.15800, -0.67475,
13.53, 1.76, 22.19,-0.11603, 0.72206, -0.16780, -0.66107,
13.53, 1.75, 22.17,-0.11730, 0.72719, -0.17991, -0.65198,
13.53, 1.75, 22.16,-0.11147, 0.72994, -0.18271, -0.64913,
13.53, 1.75, 22.15,-0.10787, 0.73332, -0.18561, -0.64510,
13.53, 1.75, 22.16,-0.11281, 0.72817, -0.17995, -0.65167,
13.53, 1.75, 22.17,-0.14328, 0.71037, -0.17977, -0.66523,
13.52, 1.75, 22.18,-0.15283, 0.70392, -0.17550, -0.67107,
13.52, 1.76, 22.19,-0.12113, 0.70832, -0.14967, -0.67912,
13.51, 1.76, 22.17,-0.10487, 0.72920, -0.16401, -0.65603,
13.49, 1.75, 22.16,-0.10747, 0.75092, -0.17087, -0.62879,
13.50, 1.76, 22.17,-0.10138, 0.75795, -0.15954, -0.62432,
13.49, 1.76, 22.19,-0.11127, 0.75250, -0.15434, -0.63051,
13.49, 1.75, 22.21,-0.13056, 0.73757, -0.15570, -0.64397,
13.50, 1.76, 22.22,-0.12131, 0.73232, -0.14094, -0.65508,
13.50, 1.77, 22.20,-0.09015, 0.74405, -0.12647, -0.64982,
13.50, 1.77, 22.21,-0.09256, 0.71712, -0.11429, -0.68125,
13.50, 1.77, 22.25,-0.10413, 0.66934, -0.10292, -0.72838,
13.50, 1.76, 22.30,-0.10697, 0.65413, -0.11225, -0.74032,
13.49, 1.75, 22.33,-0.09435, 0.69049, -0.20017, -0.68866,
13.44, 1.73, 22.23,-0.10897, 0.78206, -0.23795, -0.56559,
13.39, 1.74, 22.18,-0.17281, 0.81169, -0.16013, -0.53446,
13.34, 1.74, 22.25,-0.20563, 0.72292, -0.13457, -0.64575,
13.29, 1.75, 22.31,-0.11876, 0.66071, -0.16141, -0.72340,
13.28, 1.77, 22.32,0.08784, 0.70264, -0.18236, -0.68215,
13.30, 1.74, 22.28,0.03295, 0.84899, -0.23907, -0.47007,
13.26, 1.76, 22.32,-0.12701, 0.84468, -0.13035, -0.50338,
13.25, 1.73, 22.34,-0.19006, 0.67195, -0.16781, -0.69584,
13.31, 1.75, 22.22,-0.08680, 0.63055, -0.19413, -0.74644,
13.34, 1.75, 22.13,-0.07026, 0.73763, -0.19392, -0.64293,
13.35, 1.77, 22.18,-0.09845, 0.78541, -0.12198, -0.59880,
13.31, 1.75, 22.24,-0.12320, 0.76501, -0.15903, -0.61179,
13.31, 1.76, 22.24,-0.07262, 0.76018, -0.17226, -0.62224,
13.29, 1.76, 22.22,-0.04001, 0.76188, -0.16005, -0.62636,
13.27, 1.77, 22.25,-0.08877, 0.76128, -0.10853, -0.63308,
13.26, 1.76, 22.28,-0.10107, 0.72318, -0.11396, -0.67365,
13.28, 1.76, 22.24,-0.04762, 0.75726, -0.15742, -0.63206,
13.29, 1.76, 22.21,-0.04215, 0.78200, -0.15624, -0.60190,
13.29, 1.77, 22.24,-0.09463, 0.76546, -0.10900, -0.62708,
13.28, 1.75, 22.25,-0.11869, 0.72394, -0.17162, -0.65755,
13.30, 1.72, 22.22,-0.10733, 0.74339, -0.31789, -0.57862,
13.29, 1.72, 22.21,-0.14184, 0.78112, -0.28007, -0.53972,
13.28, 1.73, 22.24,-0.17283, 0.74977, -0.23140, -0.59534,
13.29, 1.75, 22.24,-0.11532, 0.74948, -0.19542, -0.62193,
13.29, 1.75, 22.24,-0.11947, 0.74756, -0.19110, -0.62479,
13.29, 1.76, 22.25,-0.12056, 0.74607, -0.18224, -0.62899,
13.29, 1.77, 22.25,-0.09483, 0.74842, -0.12936, -0.64354,
13.28, 1.75, 22.25,-0.13485, 0.74107, -0.17139, -0.63502,
13.29, 1.75, 22.25,-0.13560, 0.74434, -0.17503, -0.63003,
13.29, 1.75, 22.24,-0.12462, 0.74657, -0.17164, -0.63059,
13.29, 1.76, 22.24,-0.11234, 0.74149, -0.17170, -0.63882,
13.30, 1.76, 22.22,-0.09994, 0.75960, -0.17870, -0.61733,
13.30, 1.76, 22.23,-0.11084, 0.75383, -0.17534, -0.62347,
13.29, 1.76, 22.25,-0.12513, 0.72445, -0.15921, -0.65891,
13.29, 1.76, 22.26,-0.10704, 0.70186, -0.16628, -0.68431,
13.29, 1.75, 22.25,-0.09332, 0.71175, -0.18114, -0.67223,
13.29, 1.75, 22.22,-0.09249, 0.74509, -0.19284, -0.63174,
13.28, 1.75, 22.22,-0.12578, 0.76743, -0.16751, -0.60595,
13.28, 1.75, 22.24,-0.13013, 0.76518, -0.15463, -0.61127,
13.27, 1.76, 22.25,-0.11757, 0.76401, -0.13705, -0.61943,
13.27, 1.77, 22.26,-0.11301, 0.75310, -0.12217, -0.63651,
13.27, 1.76, 22.26,-0.11046, 0.75397, -0.12902, -0.63457,
13.27, 1.75, 22.25,-0.13828, 0.74207, -0.17956, -0.63085,
13.28, 1.77, 22.25,-0.08787, 0.75254, -0.14106, -0.63723,
13.34, 1.76, 22.24,-0.11417, 0.74159, -0.17982, -0.63613,
13.50, 1.74, 22.13,-0.12578, 0.69565, -0.20606, -0.67661,
13.60, 1.74, 22.08,-0.12791, 0.71392, -0.20844, -0.65613,
13.63, 1.75, 22.12,-0.12455, 0.71057, -0.18138, -0.66834,
13.64, 1.77, 22.18,-0.09340, 0.71210, -0.14801, -0.67992,
13.64, 1.76, 22.22,-0.10870, 0.70593, -0.14995, -0.68364,
13.62, 1.77, 22.22,-0.09141, 0.71267, -0.13158, -0.68295,
13.62, 1.77, 22.25,-0.09658, 0.67432, -0.10982, -0.72382,
13.60, 1.77, 22.24,-0.10036, 0.69945, -0.13841, -0.69393,
13.58, 1.76, 22.21,-0.11015, 0.73020, -0.16730, -0.65321,
13.58, 1.75, 22.21,-0.12038, 0.73825, -0.17165, -0.64112,
13.58, 1.76, 22.21,-0.11704, 0.73367, -0.16229, -0.64938,
13.58, 1.76, 22.22,-0.11800, 0.72602, -0.16207, -0.65780,
13.59, 1.76, 22.21,-0.11795, 0.72960, -0.16745, -0.65248,
13.59, 1.76, 22.22,-0.12169, 0.72626, -0.16375, -0.65644,
13.59, 1.76, 22.23,-0.12790, 0.72031, -0.15690, -0.66346,
13.59, 1.76, 22.24,-0.13029, 0.72241, -0.15223, -0.66180,
13.59, 1.76, 22.24,-0.13282, 0.72138, -0.14811, -0.66336,
13.58, 1.76, 22.24,-0.12308, 0.72244, -0.14222, -0.66536,
13.59, 1.77, 22.23,-0.08659, 0.74057, -0.12438, -0.65466,
13.59, 1.77, 22.22,-0.08559, 0.75882, -0.08878, -0.63952,
13.58, 1.77, 22.23,-0.10502, 0.74525, -0.11415, -0.64849,
13.59, 1.77, 22.24,-0.10464, 0.74247, -0.11441, -0.65169,
13.59, 1.78, 22.22,-0.06721, 0.78516, -0.08498, -0.60974,
13.61, 1.78, 22.19,-0.04977, 0.84764, -0.07834, -0.52238,
13.61, 1.78, 22.18,-0.04925, 0.85878, -0.08414, -0.50299,
13.62, 1.79, 22.20,-0.05685, 0.85595, -0.04399, -0.51204,
13.61, 1.78, 22.26,-0.17498, 0.78679, 0.03605, -0.59080,
13.60, 1.76, 22.30,-0.21112, 0.77521, -0.00080, -0.59538,
13.60, 1.75, 22.33,-0.18348, 0.75622, -0.07449, -0.62363,
13.59, 1.75, 22.33,-0.12180, 0.75365, -0.15717, -0.62648,
13.60, 1.74, 22.29,-0.06263, 0.75134, -0.21170, -0.62189,
13.60, 1.74, 22.24,-0.05069, 0.75463, -0.20164, -0.62234,
13.60, 1.76, 22.19,-0.07381, 0.73815, -0.14960, -0.65369,
13.58, 1.75, 22.16,-0.13586, 0.70661, -0.14070, -0.68004,
13.58, 1.75, 22.16,-0.15018, 0.69843, -0.14295, -0.68499,
13.59, 1.76, 22.22,-0.11379, 0.71937, -0.11736, -0.67512,
13.61, 1.77, 22.29,-0.08692, 0.71573, -0.10688, -0.68465,
13.64, 1.76, 22.40,-0.14171, 0.47730, -0.07433, -0.86405,
13.77, 1.74, 22.44,-0.22858, -0.08583, -0.01588, -0.96960,
13.88, 1.74, 22.41,-0.22862, -0.29920, 0.03555, -0.92571,
14.04, 1.72, 22.48,-0.23832, -0.31480, 0.08259, -0.91503,
14.24, 1.74, 22.60,-0.23511, -0.32128, 0.08183, -0.91368,
14.41, 1.72, 22.76,-0.24935, -0.36423, 0.09017, -0.89277,
14.55, 1.72, 22.99,-0.24661, -0.44563, -0.01139, -0.86050,
14.71, 1.74, 23.10,-0.17377, -0.52122, 0.11134, -0.82809,
14.94, 1.70, 23.19,-0.17795, -0.59561, 0.16809, -0.76507,
15.10, 1.73, 23.27,-0.21094, -0.75381, 0.12788, -0.60904,
15.33, 1.70, 23.32,0.23390, 0.85474, -0.13566, 0.44306,
15.42, 1.73, 23.19,0.03672, 0.93254, -0.23207, 0.27418,
15.45, 1.70, 22.98,-0.02639, 0.95498, -0.25302, 0.15261,
15.52, 1.74, 22.80,0.07098, 0.96571, -0.21294, 0.13047,
15.61, 1.71, 22.56,0.13042, 0.95920, -0.20002, 0.15139,
15.65, 1.72, 22.29,0.09499, 0.94974, -0.22534, 0.19545,
15.64, 1.72, 22.03,0.10204, 0.91908, -0.20823, 0.31863,
15.69, 1.74, 21.83,0.16165, 0.85102, -0.20711, 0.45469,
15.87, 1.71, 21.77,-0.24943, -0.69439, 0.14283, -0.65970,
16.06, 1.72, 21.72,-0.24480, -0.58906, 0.10983, -0.76225,
16.24, 1.73, 21.70,-0.19635, -0.39487, 0.04487, -0.89639,
